sp,wsg
Casuarina torulosa,0.8
Catalpa bignonioides,0.361
Catalpa bignonioides,0.38
Catalpa bungei,0.52
Catalpa duclouxii,0.406
Catalpa duclouxii,0.392
Catalpa longissima,0.77
Catalpa longissima,0.6
Catalpa longissima,0.8
Catalpa speciosa,0.38
Catha edulis,0.646
Cathaya argyrophylla,0.614
Cathaya argyrophylla,0.562
Catostemma albuquerquei,0.69
Catostemma altsonii,0.49
Catostemma cavalcantei,0.56
Catostemma commune,0.51
Catostemma commune,0.508
Catostemma commune,0.56
Catostemma commune,0.5
Catostemma fragrans,0.61
Catostemma fragrans,0.517
Catostemma fragrans,0.5
Catostemma fragrans,0.67
Catostemma indet,0.55
Catostemma sclerophyllum,0.69
Catunaregam obovata,0.814
Catunaregam spinosa,0.688
Cavanillesia hylogeiton,0.13
Cavanillesia platanifolia,0.12
Cavanillesia platanifolia,0.6
Cavanillesia umbellata,0.12
Cavanillesia umbellata,0.2
Cavanillesia umbellata,0.13
Ceanothus cuneatus,0.7
Ceanothus oliganthus,0.67
Cecropia concolor,0.15
Cecropia engleriana,0.49
Cecropia ficifolia,0.266
Cecropia glaziovi,0.41
Cecropia hololeuca,0.43
Cecropia insignis,0.326
Cecropia insignis,0.309
Cecropia latiloba,0.33
Cecropia membranacea,0.36
Cecropia membranacea,0.3
Cecropia obtusa,0.29
Cecropia obtusa,0.33
Cecropia obtusifolia,0.26
Cecropia obtusifolia,0.232
Cecropia obtusifolia,0.43
Cecropia pachystachya,0.41
Cecropia peltata,0.31
Cecropia peltata,0.3
Cecropia peltata,0.29
Cecropia peltata,0.3
Cecropia purpurascens,0.43
Cecropia purpurascens,0.21
Cecropia sciadophylla,0.44
Cecropia sciadophylla,0.474
Cecropia sciadophylla,0.42
Cecropia sciadophylla,0.31
Cecropia sciadophylla,0.379
Cecropia sciadophylla,0.33
Cecropia sciadophylla,0.355
Cedrela angustifolia,0.36
Cedrela fissilis,0.55
Cedrela fissilis,0.55
Cedrela fissilis,0.42
Cedrela fissilis,0.473
Cedrela fissilis,0.34
Cedrela indet,0.41
Cedrela indet,0.45
Cedrela lilloi,0.401
Cedrela microcarpa,0.51
Cedrela montana,0.34
Cedrela multijuga,0.496
Cedrela oaxacensis,0.41
Cedrela odorata,0.44
Cedrela odorata,0.66
Cedrela odorata,0.43
Cedrela odorata,0.34
Cedrela odorata,0.45
Cedrela odorata,0.42
Cedrela odorata,0.379
Cedrela odorata,0.39
Cedrela odorata,0.38
Cedrela odorata,0.536
Cedrela odorata,0.601
Cedrela odorata,0.48
Cedrela odorata,0.41
Cedrela odorata,0.34
Cedrela serrata,0.39
Cedrela sureni,0.32
Cedrela tonduzii,0.36
Cedrela toona,0.56
Cedrelinga cateniformis,0.47
Cedrelinga cateniformis,0.46
Cedrelinga cateniformis,0.53
Cedrelinga cateniformis,0.65
Cedrelinga cateniformis,0.593
Cedrelinga cateniformis,0.45
Cedrelinga cateniformis,0.465
Cedrelinga cateniformis,0.52
Cedrelinga cateniformis,0.7
Cedrelinga cateniformis,0.44
Cedrelinga cateniformis,0.43
Cedrelinga cateniformis,0.37
Cedrelinga cateniformis,0.529
Cedrelinga cateniformis,0.46
Cedrelinga cateniformis,0.49
Cedrelopsis grevei,0.792
Cedrus atlantica,0.44
Cedrus deodara,0.47
Ceiba aesculifolia,0.48
Ceiba boliviana,0.26
Ceiba chodatii,0.198
Ceiba erianthos,0.2
Ceiba glaziovii,0.59
Ceiba insignis,0.27
Ceiba insignis,0.189
Ceiba insignis,0.3
Ceiba pentandra,0.253
Ceiba pentandra,0.28
Ceiba pentandra,0.24
Ceiba pentandra,0.22
Ceiba pentandra,0.23
Ceiba pentandra,0.489
Ceiba pentandra,0.33
Ceiba pentandra,0.344
Ceiba pentandra,0.51
Ceiba pentandra,0.29
Ceiba pentandra,0.365
Ceiba pentandra,0.38
Ceiba pentandra,0.32
Ceiba pentandra,0.32
Ceiba pentandra,0.52
Ceiba pentandra,0.21
Ceiba pentandra,0.392
Ceiba pentandra,0.17
Ceiba pentandra,0.28
Ceiba pentandra,0.258
Ceiba pentandra,0.25
Ceiba pentandra,0.301
Ceiba pentandra,0.26
Ceiba pentandra,0.354
Ceiba pentandra,0.284
Ceiba pentandra,0.217
Ceiba pentandra,0.282
Ceiba pentandra,0.283
Ceiba pentandra,0.285
Ceiba pentandra,0.297
Ceiba pentandra,0.332
Ceiba pentandra,0.276
Ceiba pentandra,0.25
Ceiba samauma,0.83
Ceiba samauma,0.57
Ceiba samauma,0.56
Ceiba samauma,0.32
Ceiba speciosa,0.56
Ceiba speciosa,0.224
Ceiba trichistandra,0.32
Celaenodendron mexicanum,0.94
Celtis adolfi-friderici,0.47
Celtis adolfi-fridericii,0.615
Celtis adolfi-fridericii,0.508
Celtis adolfi-fridericii,0.621
Celtis africana,0.619
Celtis australis,0.55
Celtis brieyi,0.607
Celtis durandii,0.45
Celtis ehrenbergiana,0.688
Celtis gomphophylla,0.603
Celtis gomphophylla,0.465
Celtis gomphophylla,0.637
Celtis iguanaea,0.77
Celtis iguanaea,0.54
Celtis indet,0.59
Celtis kajewskii,0.491
Celtis laevigata,0.47
Celtis latifolia,0.42
Celtis luzonica,0.55
Celtis mildbraedii,0.603
Celtis mildbraedii,0.63
Celtis mildbraedii,0.588
Celtis mildbraedii,0.76
Celtis mildbraedii,0.586
Celtis mildbraedii,0.508
Celtis mildbraedii,0.648
Celtis nymanii,0.491
Celtis occidentalis,0.49
Celtis paniculata,0.607
Celtis paniculata,0.5
Celtis philippensis,0.719
Celtis philippensis,0.68
Celtis philippensis,0.69
Celtis philippensis,0.723
Celtis philippinensis,0.611
Celtis prantlii,0.6
Celtis prantlii,0.79
Celtis prantlii,0.619
Celtis rigescens,0.49
Celtis schippii,0.62
Celtis schippii,0.59
Celtis schippii,0.58
Celtis schippii,0.674
Celtis sinensis,0.58
Celtis sinensis,0.552
Celtis tessmannii,0.523
Celtis tessmannii,0.689
Celtis tessmannii,0.704
Celtis tessmannii,0.71
Celtis tetrandra,0.52
Celtis timorensis,0.58
Celtis yunnanensis,0.549
Celtis yunnanensis,0.517
Celtis zenkeri,0.6
Celtis zenkeri,0.62
Celtis zenkeri,0.619
Celtis zenkeri,0.537
Celtis zenkeri,0.635
Celtis zenkeri,0.64
Cenostigma macrophyllum,0.97
Cenostigma tocantinum,0.84
Centrolobium microchaete,0.85
Centrolobium microchaete,0.58
Centrolobium microchaete,0.33
Centrolobium ochroxylum,0.73
Centrolobium ochroxylum,0.65
Centrolobium paraense,0.69
Centrolobium paraense,0.73
Centrolobium paraense,0.65
Centrolobium paraense,0.766
Centrolobium paraense,0.7
Centrolobium paraense,0.73
Centrolobium patinense,0.65
Centrolobium robustum,0.73
Centrolobium robustum,0.65
Centrolobium robustum,0.724
Centrolobium tomentosum,0.75
Centrolobium tomentosum,0.58
Cephalomappa malloticarpa,0.51
Cephalosphaera usambarensis,0.379
Cephalosphaera usambarensis,0.48
Cephalotaxus fortunei,0.542
Cephalotaxus fortunei,0.522
Cerasus cerasoides,0.634
Ceratopetalum apetalum,0.517
Ceratopetalum apetalum,0.514
Ceratopetalum apetalum,0.538
Ceratopetalum succirubrum,0.531
Ceratopetalum succirubrum,0.517
Ceratopetalum succirubrum,0.538
Ceratopetalum succirubrum,0.57
Ceratopetalum virchowii,0.61
Ceratopetalum virchowii,0.605
Ceratopetalum virchowii,0.65
Cerbera floribunda,0.525
Cerbera floribunda,0.39
Cerbera floribunda,0.387
Cerbera inflata,0.38
Cerbera inflata,0.443
Cerbera inflata,0.443
Cerbera manghas,0.38
Cerbera odollam,0.32
Cerbera odollam,0.28
Cercidiphyllum japonicum,0.439
Cercidiphyllum japonicum,0.417
Cercis canadensis,0.65
Cercis siliquastrum,0.602
Cercocarpus betuloides,0.8
Ceriops candolleana,0.79
Ceriops decandra,0.77
Ceriops tagal,0.883
Ceriops tagal,0.883
Ceriops tagal,0.883
Ceriops tagal,0.78
Ceriops tagal,0.758
Cervantesia colombiana,0.6
Cespedesia macrophylla,0.63
Cespedesia macrophylla,0.545
Cespedesia spathulata,0.723
Cespedesia spathulata,0.61
Cespedesia spathulata,0.54
Cespedesia spathulata,0.58
Chaetocarpus castanocarpus,0.81
Chaetocarpus castanocarpus,0.76
Chaetocarpus castanocarpus,0.68
Chaetocarpus schomburgkianus,0.8
Chaetocarpus schomburgkianus,0.715
Chaetocarpus schomburgkianus,0.9
Chamaecrista adiantifolia,0.975
Chamaecrista adiantifolia,0.689
Chamaecrista apoucouita,0.947
Chamaecrista apoucouita,0.9
Chamaecrista scleroxylon,0.9
Chamaecrista scleroxylon,1.01
Chamaecyparis indet,0.484
Chamaecyparis indet,0.5
Chamaecyparis lawsoniana,0.39
Chamaecyparis lawsoniana,0.41
Chamaecyparis nootkatensis,0.42
Chamaecyparis obtusa,0.49
Chamaecyparis thyoides,0.31
Chamaecyparis thyoides,0.45
Champereia manillana,0.69
Chaunochiton kappleri,0.517
Chaunochiton kappleri,0.529
Chaunochiton kappleri,0.52
Chaunochiton loranthoides,0.77
Cheilosa malayana,0.56
Chilopsis linearis,0.6
Chimarrhis cymosa,0.71
Chimarrhis hookeri,0.71
Chimarrhis microcarpa,0.689
Chimarrhis turbinata,0.74
Chimarrhis turbinata,0.65
Chimarrhis turbinata,0.77
Chionanthus brassii,0.667
Chionanthus celebicus,0.66
Chionanthus cuspidata,0.66
Chionanthus ligustrinus,0.81
Chionanthus ligustrinus,0.9
Chionanthus macrocarpa,0.66
Chionanthus macrocarpa,0.4
Chionanthus pauciflora,0.58
Chionanthus ramiflora,0.74
Chionanthus ramiflora,0.759
Chionanthus ramiflora,0.67
Chionanthus ramiflora,0.776
Chionanthus ramiflora,0.82
Chionanthus ramiflora,0.667
Chionanthus ramiflorus,0.753
Chionanthus ramiflorus,0.753
Chisocheton ceramicus,0.45
Chisocheton cumingianus,0.545
Chisocheton indet,0.508
Chisocheton longistipitatus,0.469
Chisocheton macrophyllus,0.46
Chisocheton macrophyllus,0.43
Chisocheton macrothyrsus,0.37
Chisocheton patens,0.46
Chisocheton patens,0.5
Chisocheton pentandrus,0.55
Chisocheton pentandrus,0.46
Chisocheton rigidus,0.68
Chisocheton sarawakanus,0.6
Chisocheton schumannii,0.508
Chlorocardium rodiei,0.88
Chlorocardium rodiei,0.84
Chlorocardium rodiei,0.855
Chlorocardium rodiei,0.904
Chlorocardium rodiei,0.835
Chlorocardium rodiei,0.86
Chloroleucon mangense,0.99
Chloroleucon tenuiflorum,0.51
Chloroleucon tenuiflorum,0.473
Chloroleucon vinhatico,0.52
Chloroxylon swietenia,0.85
Chloroxylon swietenia,0.8
Chloroxylon swietenia,0.814
Chloroxylon swietenia,0.77
Chloroxylon swietenia,0.83
Chloroxylon swietenia,0.85
Choerospondias axillaris,0.49
Choerospondias axillaris,0.511
Choerospondias axillaris,0.469
Choerospondias axillaris,0.478
Chomelia paniculata,0.62
Chomelia spinosa,0.53
Chomelia venezuelensis,0.52
Choricarpia subargentea,0.825
Choricarpia subargentea,0.827
Choricarpia subargentea,0.827
Chorisia integrifolia,0.27
Chorisia integrifolia,0.28
Chorisia integrifolia,0.3
Chorisia speciosa,0.224
Chorisia speciosa,0.3
Chorisia speciosa,0.361
Chromolucuma rubriflora,0.73
Chrysobalanus icaco,0.79
Chrysobalanus icaco,0.8
Chrysobalanus icaco,0.67
Chrysobalanus indet,0.843
Chrysochlamys weberbaueri,0.43
Chrysophyllum africanum,0.646
Chrysophyllum africanum,0.63
Chrysophyllum africanum,0.482
Chrysophyllum africanum,0.492
Chrysophyllum africanum,0.658
Chrysophyllum africanum,0.669
Chrysophyllum africanum,0.662
Chrysophyllum africanum,0.63
Chrysophyllum africanum,0.62
Chrysophyllum albidum,0.6
Chrysophyllum albidum,0.588
Chrysophyllum albidum,0.619
Chrysophyllum amazonicum,0.826
Chrysophyllum antilogum,0.697
Chrysophyllum argenteum,0.749
Chrysophyllum argenteum,0.818
Chrysophyllum boivinianum,0.56
Chrysophyllum boivinianum,0.54
Chrysophyllum boivinianum,0.568
Chrysophyllum boivinianum,0.551
Chrysophyllum cainito,0.74
Chrysophyllum cainito,0.57
Chrysophyllum cuneifolium,0.938
Chrysophyllum cuneifolium,0.92
Chrysophyllum giganteum,0.471
Chrysophyllum giganteum,0.491
Chrysophyllum giganteum,0.493
Chrysophyllum giganteum,0.478
Chrysophyllum gonocarpum,0.7
Chrysophyllum gonocarpum,0.645
Chrysophyllum gorungosanum,0.538
Chrysophyllum indet,0.75
Chrysophyllum indet,0.771
Chrysophyllum indet,0.588
Chrysophyllum lacourtianum,0.6
Chrysophyllum lacourtianum,0.646
Chrysophyllum lacourtianum,0.663
Chrysophyllum lacourtianum,0.613
Chrysophyllum lacourtianum,0.629
Chrysophyllum lacourtianum,0.632
Chrysophyllum lanceolatum,0.56
Chrysophyllum lanceolatum,0.57
Chrysophyllum lanceolatum,0.42
Chrysophyllum lanceolatum,0.387
Chrysophyllum lanceolatum,0.678
Chrysophyllum lucentifolium,0.787
Chrysophyllum madagascariensis,0.556
Chrysophyllum madagascariensis,0.551
Chrysophyllum marginatum,0.78
Chrysophyllum marginatum,0.645
Chrysophyllum marginatum,0.688
Chrysophyllum oliviforme,0.9
Chrysophyllum perpulchrum,0.68
Chrysophyllum perpulchrum,0.749
Chrysophyllum perpulchrum,0.705
Chrysophyllum perpulchrum,0.691
Chrysophyllum perpulchrum,0.731
Chrysophyllum pomiferum,0.818
Chrysophyllum pomiferum,0.73
Chrysophyllum pomiferum,0.75
Chrysophyllum prieurii,0.85
Chrysophyllum prieurii,0.97
Chrysophyllum prieurii,0.577
Chrysophyllum prieurii,0.99
Chrysophyllum prieurii,0.92
Chrysophyllum rigescens,0.387
Chrysophyllum roxburghii,0.67
Chrysophyllum roxburghii,0.387
Chrysophyllum sanguinolentum,0.61
Chrysophyllum sanguinolentum,0.758
Chrysophyllum sanguinolentum,0.64
Chrysophyllum sanguinolentum,0.65
Chrysophyllum sanguinolentum,0.699
Chrysophyllum subnudum,0.59
Chrysophyllum subnudum,0.646
Chrysophyllum subnudum,0.624
Chrysophyllum subnudum,0.661
Chrysophyllum subnudum,0.687
Chrysophyllum subnudum,0.635
Chrysophyllum ucuquirana-branca,0.733
Chrysophyllum viridifolium,0.508
Chukrasia tabularis,0.51
Chukrasia tabularis,0.534
Chukrasia tabularis,0.536
Chukrasia tabularis,0.57
Chukrasia tabularis,0.591
Chydenanthus excelsus,0.53
Cinchona pubescens,0.54
Cinnamomum aromaticum,0.537
Cinnamomum austro-sinensis,0.436
Cinnamomum austro-sinensis,0.44
Cinnamomum baileyanum,0.482
Cinnamomum baileyanum,0.482
Cinnamomum burmannii,0.52
Cinnamomum burmannii,0.46
Cinnamomum camphora,0.461
Cinnamomum camphora,0.499
Cinnamomum camphora,0.62
Cinnamomum camphora,0.437
Cinnamomum camphora,0.42
Cinnamomum cecidodaphne,0.448
Cinnamomum cinereum,0.62
Cinnamomum coriaceum,0.46
Cinnamomum culilawan,0.327
Cinnamomum glanduliferum,0.5
Cinnamomum grandiflorum,0.31
Cinnamomum iners,0.46
Cinnamomum iners,0.43
Cinnamomum iners,0.54
Cinnamomum iners,0.565
Cinnamomum inunctum,0.58
Cinnamomum inunctum,0.558
Cinnamomum javanicum,0.42
Cinnamomum javanicum,0.47
Cinnamomum koordersi,0.3
Cinnamomum kunstleri,0.5
Cinnamomum laubatii,0.413
Cinnamomum laubatii,0.413
Cinnamomum laubatii,0.405
Cinnamomum laubatii,0.407
Cinnamomum mercadoi,0.43
Cinnamomum mollissimum,0.58
Cinnamomum obtusifolium,0.48
Cinnamomum oliveri,0.474
Cinnamomum oliveri,0.482
Cinnamomum parthenoxylon,0.58
Cinnamomum porphyrium,0.482
Cinnamomum porphyrium,0.516
Cinnamomum porphyrium,0.47
Cinnamomum porrectum,0.435
Cinnamomum porrectum,0.411
Cinnamomum porrectum,0.496
Cinnamomum rhynchophyllum,0.42
Cinnamomum rhynchophyllum,0.49
Cinnamomum ridleyi,0.44
Cinnamomum scortechinii,0.41
Cinnamomum sintok,0.38
Cinnamomum stereophyllum,0.56
Cinnamomum subavenium,0.5
Cinnamomum tamala,0.64
Cinnamomum tamala,0.51
Cinnamomum tavoyanum,0.491
Cinnamomum tsangii,0.486
Cinnamomum tsangii,0.447
Cinnamomum velutinum,0.44
Cinnamomum verum,0.498
Cinnamomum virens,0.487
Cinnamomum virens,0.482
Cinnamomum xanthoneurum,0.29
Cinnamomum zeylanicum,0.48
Cinnamomum zeylanicum,0.43
Cipadessa fruticosa,0.65
Citharexylum affine,0.71
Citharexylum affine,0.65
Citharexylum fruticosum,0.7
Citharexylum fruticosum,0.87
Citharexylum macrophyllum,0.534
Citharexylum macrophyllum,0.47
Citharexylum spinosum,0.7
Citronella apogon,0.494
Citronella brassii,0.72
Citronella moorei,0.581
Citronella moorei,0.585
Citronella moorei,0.581
Citronella moorei,0.581
Citronella smythii,0.57
Citronella smythii,0.598
Citronella smythii,0.581
Citronella smythii,0.598
Citronella smythii,0.581
Citropsis daweana,0.827
Citrus medica,0.7
Citrus sinensis,0.78
Claoxylon longifolium,0.35
Claoxylon polot,0.36
Clarisia biflora,0.52
Clarisia biflora,0.475
Clarisia racemosa,0.55
Clarisia racemosa,0.59
Clarisia racemosa,0.725
Clarisia racemosa,0.495
Clarisia racemosa,0.59
Clarisia racemosa,0.46
Clarisia racemosa,0.53
Clarisia racemosa,0.637
Clarisia racemosa,0.42
Clarisia racemosa,0.56
Clarisia racemosa,0.9
Clarisia racemosa,0.61
Clarisia racemosa,0.47
Clarisia racemosa,0.62
Clarisia racemosa,0.51
Clarisia racemosa,0.637
Clarisia racemosa,0.59
Clarisia racemosa,0.58
Clarisia racemosa,0.6
Clarisia racemosa,0.59
Clarisia racemosa,0.63
Clathrotropis brachypetala,0.947
Clathrotropis brachypetala,0.67
Clathrotropis brunnea,0.82
Clathrotropis brunnea,0.71
Clathrotropis indet,0.88
Clathrotropis macrocarpa,0.71
Clausena anisata,0.482
Cleidion javanicum,0.45
Cleidion prealtum,0.39
Cleidion spiciflorum,0.71
Cleistanthus mildbraedii,0.921
Cleistanthus myrianthus,0.58
Cleistanthus myrianthus,0.49
Cleistanthus schlechteri,0.633
Cleistanthus subglaucus,0.53
Cleistanthus sumatranus,0.58
Cleistanthus sumatranus,0.7
Cleistocalyx conspersipunctatus,0.43
Cleistocalyx ellipticus,0.76
Cleistocalyx eugenioides,0.76
Cleistocalyx gustavioides,0.594
Cleistocalyx longiflorus,0.76
Cleistopholis glauca,0.264
Cleistopholis glauca,0.303
Cleistopholis glauca,0.304
Cleistopholis glauca,0.325
Cleistopholis glauca,0.35
Cleistopholis patens,0.35
Cleistopholis patens,0.373
Cleistopholis patens,0.258
Cleistopholis patens,0.361
Clerodendrum disparifolium,0.54
Clerodendrum glabrum,0.607
Clethra lanata,0.55
Clethra mexicana,0.55
Clethra ovalifolia,0.49
Clethra scabra,0.53
Clethra scabra,0.442
Clethra sumatrana,0.62
Cleyera japonica,0.536
Cleyera japonica,0.558
Cleyera theaeoides,0.63
Clusia alata,0.56
Clusia cambessedii,0.56
Clusia fockeana,0.65
Clusia gundlachii,0.9
Clusia insignis,0.56
Clusia krugiana,0.9
Clusia rosea,0.67
Clusia rosea,0.54
Cnesmocarpon dasyantha,0.758
Cnidoscolus multilobus,0.29
Cnidoscolus phyllacanthus,0.55
Cnidoscolus pubescens,0.44
Coccoloba acuminata,0.58
Coccoloba barbadensis,0.71
Coccoloba barbadensis,0.7
Coccoloba caracasana,0.43
Coccoloba densifrons,0.58
Coccoloba diversifolia,0.8
Coccoloba latifolia,0.58
Coccoloba lehmannii,0.58
Coccoloba liebmannii,0.8
Coccoloba mollis,0.83
Coccoloba mollis,0.52
Coccoloba padiformis,0.8
Coccoloba pubescens,1
Coccoloba swartzii,0.7
Coccoloba uvifera,0.7
Cochlospermum gossypium,0.27
Cochlospermum orinocense,0.224
Cochlospermum religiosum,0.234
Cochlospermum vitifolium,0.165
Cochlospermum vitifolium,0.27
Cochlospermum vitifolium,0.22
Codonocarpus attenuatus,0.331
Codonocarpus attenuatus,0.307
Codonocarpus attenuatus,0.331
Codonocarpus cotinifolius,0.375
Coelocaryon klainei,0.534
Coelocaryon oxycarpum,0.45
Coelocaryon oxycarpum,0.439
Coelocaryon oxycarpum,0.465
Coelocaryon preussii,0.5
Coelocaryon preussii,0.517
Coelocaryon preussii,0.588
Coelocaryon preussii,0.582
Coelocaryon preussii,0.559
Coelocaryon preussii,0.516
Coelocaryon preussii,0.374
Coelocaryon preussii,0.407
Coelocaryon preussii,0.409
Coelocaryon preussii,0.413
Coelocaryon preussii,0.435
Coelocaryon preussii,0.456
Coelocaryon preussii,0.485
Coelocaryon preussii,0.495
Coelocaryon preussii,0.506
Coelocaryon preussii,0.526
Coelocaryon preussii,0.502
Coelocaryon preussii,0.557
Coelocaryon preussii,0.583
Coelostegia borneensis,0.58
Coelostegia griffithii,0.59
Coelostegia griffithii,0.56
Coelostegia griffithii,0.61
Coffea arabica,0.62
Coffea zanguebariae,0.646
Cola acuminata,0.5
Cola acuminata,0.507
Cola acuminata,0.516
Cola buntingii,0.714
Cola cordifolia,0.523
Cola gigantea,0.48
Cola greenwayi,0.62
Cola greenwayi,0.771
Cola indet,0.738
Cola lateritia,0.507
Cola natalensis,0.738
Colona celebica,0.34
Colona javanica,0.38
Colona scabra,0.34
Colona serratifolia,0.38
Colona thorelii,0.353
Colophospermum mopane,0.904
Colubrina arborescens,0.7
Colubrina elliptica,0.8
Colubrina faralaotra,0.651
Colubrina faralaotra,0.743
Colubrina faralaotra,0.647
Colubrina glandulosa,0.92
Colubrina glandulosa,0.646
Colubrina glandulosa,0.65
Colubrina heteroneura,0.97
Colubrina papuana,0.8
Colubrina papuana,0.809
Colubrina spinosa,0.495
Colubrina triflora,0.86
Combretocarpus rotundatus,0.61
Combretocarpus rotuodatus,0.61
Combretum apiculatum,0.87
Combretum binderianum,0.8
Combretum elaeagnoides,0.857
Combretum erythrophyllum,0.603
Combretum fragrans,0.646
Combretum glutinosum,0.9
Combretum hereroense,0.814
Combretum imberbe,1.059
Combretum leprosum,0.68
Combretum leprosum,0.58
Combretum molle,0.758
Combretum schumannii,0.929
Commersonia bartramia,0.431
Commersonia bartramia,0.431
Commersonia bartramia,0.34
Commiphora africana,0.276
Commiphora barorum,0.346
Commiphora caerulea,0.37
Commiphora edulis,0.646
Commiphora indet,0.32
Commiphora indet,0.32
Commiphora indet,0.328
Commiphora indet,0.333
Commiphora indet,0.365
Commiphora indet,0.37
Commiphora indet,0.38
Commiphora indet,0.416
Commiphora leptophloeos,0.43
Commiphora marlothii,0.456
Commiphora mollis,0.37
Commiphora pterocarpa,0.369
Comocladia engleriana,0.79
Conceveiba guianensis,0.538
Conceveiba guianensis,0.585
Conceveiba guianensis,0.58
Conceveiba guianensis,0.47
Conceveiba martiana,0.43
Conceveiba pleiostemona,0.266
Connarus griffithii,0.55
Connarus suberosus,0.45
Conocarpus erectus,1
Conocarpus erectus,0.69
Copaifera aromatica,0.62
Copaifera duckei,0.62
Copaifera duckei,0.6
Copaifera duckei,0.64
Copaifera guyanensis,0.715
Copaifera guyanensis,0.52
Copaifera indet,0.55
Copaifera indet,0.48
